ortho,phon,syll
rhabilla,Rabija,Ra-bi-ja
pépie,pepi,pe-pi
meule,m2l,m2l
sémantiques,sem@tik,se-m@-tik
mésalliances,mezalj@s,me-za-lj@s
sacristaine,sakRistEn,sa-kRis-tEn
stéréotyper,steReOtipe,ste-Re-O-ti-pe
hélio,eljo,e-ljo
râlez,Rale,Ra-le
vermiculaire,vERmikylER,vER-mi-ky-lER
extasiaient,EkstazjE,Ek-sta-zjE
arpion,aRpj§,aR-pj§
asperge,aspERZ,as-pERZ
polards,polaR,po-laR
éclairants,eklER@,e-klE-R@
éprouvées,epRuve,e-pRu-ve
gugusse,gygys,gy-gys
melting pot,mEltiGpOt,mEl-tiG-pOt
précolombienne,pRekol§bjEn,pRe-ko-l§-bjEn
choiras,SwaRa,Swa-Ra
quadripartite,kwadRipaRtit,kwa-dRi-paR-tit
haussai,osE,o-sE
surgissement,syRZis°m@,syR-Zi-s°-m@
mi-chat,miSa,mi-Sa
élégance,eleg@s,e-le-g@s
retenir,R°t°niR,R°-t°-niR
répondait,Rep§dE,Re-p§-dE
validé,valide,va-li-de
vivote,vivOt,vi-vOt
louent,lu,lu
pituitaire,pit8itER,pi-t8i-tER
fiérote,fjeROt,fje-ROt
moles,mOl,mOl
fractionnant,fRaksjon@,fRak-sjo-n@
bouffiez,bufje,bu-fje
débraillées,debRaje,de-bRa-je
implosives,5ploziv,5-plo-ziv
engageai,@gaZE,@-ga-ZE
interpellées,5tERpele,5-tER-pe-le
entubés,@tybe,@-ty-be
différer,difeRe,di-fe-Re
avoine,avwan,a-vwan
bredouillis,bR°duji,bR°-du-ji
cadastres,kadastR,ka-dastR
punaise,pynEz,py-nEz
dardent,daRd,daRd
lassées,lase,la-se
dynamisez,dinamize,di-na-mi-ze
appliquaient,aplikE,a-pli-kE
détérioration,deteRjoRasj§,de-te-Rjo-Ra-sj§
ouvreuses,uvR2z,u-vR2z
positifs,pozitif,po-zi-tif
annulé,anyle,a-ny-le
chantiez,S@tje,S@-tje
gravosses,gRavos,gRa-vos
coopérative,koopeRativ,ko-o-pe-Ra-tiv
géopolitique,Zeopolitik,Ze-o-po-li-tik
abrupte,abRypt,a-bRypt
bidonnage,bidonaZ,bi-do-naZ
chié,Sje,Sje
charbonnées,SaRbone,SaR-bo-ne
ricanement,Rikan°m@,Ri-ka-n°-m@
accompagnateur,ak§paNat9R,a-k§-pa-Na-t9R
béotienne,beosjEn,be-o-sjEn
maladies,maladi,ma-la-di
infantilisé,5f@tilize,5-f@-ti-li-ze
crépitantes,kRepit@t,kRe-pi-t@t
nominaux,nomino,no-mi-no
urbanité,yRbanite,yR-ba-ni-te
articulées,aRtikyle,aR-ti-ky-le
chanoines,Sanwan,Sa-nwan
pics,pik,pik
improvisées,5pRovize,5-pRo-vi-ze
coûts,ku,ku
optiques,Optik,Op-tik
républicaines,RepyblikEn,Re-py-bli-kEn
nettoyeuse,netwaj2z,ne-twa-j2z
ramait,RamE,Ra-mE
diabolisent,djaboliz,dja-bo-liz
chouchoutage,SuSutaZ,Su-Su-taZ
adulte,adylt,a-dylt
avenante,av°n@t,a-v°-n@t
expédier,Ekspedje,Ek-spe-dje
obscures,OpskyR,Op-skyR
gaufré,gofRe,go-fRe
vacharde,vaSaRd,va-SaRd
trouant,tRu@,tRu-@
pyrrhonien,piRonj5,pi-Ro-nj5
pourboires,puRbwaR,puR-bwaR
nutritives,nytRitiv,ny-tRi-tiv
recoudrai,R°kudRE,R°-ku-dRE
identifierais,id@tifiRE,i-d@-ti-fi-RE
éberlué,ebERl8e,e-bER-l8e
reçût,R°sy,R°-sy
photographies,fotogRafi,fo-to-gRa-fi
menacée,m°nase,m°-na-se
haves,av,av
occuperait,okyp°RE,o-ky-p°-RE
amincissants,am5sis@,a-m5-si-s@
mare,maR,maR
naturel,natyREl,na-ty-REl
grimpants,gR5p@,gR5-p@
vitré,vitRe,vi-tRe
parfaites,paRfEt,paR-fEt
flagellent,flaZEl,fla-ZEl
choix,Swa,Swa
marchandeuse,maRS@d2z,maR-S@-d2z
désisté,deziste,de-zis-te
parlementons,paRl°m@t§,paR-l°-m@-t§
perfide,pERfid,pER-fid
cambriolées,k@bRijole,k@-bRi-jo-le
mussolinien,mysolinj5,my-so-li-nj5
mitrailliez,mitRaje,mi-tRa-je
squatteurs,skwat9R,skwa-t9R
approfondisse,apRof§dis,a-pRo-f§-dis
diluer,dil8e,di-l8e
faciles,fasil,fa-sil
enrôlez,@Role,@-Ro-le
shootés,Sute,Su-te
gardénia,gaRdenja,gaR-de-nja
débitant,debit@,de-bi-t@
renquille,R@kij,R@-kij
dardillonne,daRdjOn,daR-djOn
colites,kolit,ko-lit
inconvertible,5k§vERtibl,5-k§-vER-tibl
agrandiront,agR@diR§,a-gR@-di-R§
hebdos,Ebdo,Eb-do
trahissant,tRais@,tRa-i-s@
cohérent,koeR@,ko-e-R@
eurafricains,9RafRik5,9-Ra-fRi-k5
trais,tRE,tRE
paiera,pERa,pE-Ra
atomique,atomik,a-to-mik
entreferma,@tR°fERma,@-tR°-fER-ma
explique,Eksplik,Ek-splik
voyou,vwaju,vwa-ju
disputés,dispyte,dis-py-te
troglodytique,tROglOditik,tRO-glO-di-tik
échographier,ekogRafje,e-ko-gRa-fje
empressaient,@pREsE,@-pRE-sE
oenologues,2nolOg,2-no-lOg
incurvaient,5kyRvE,5-kyR-vE
paradigme,paRadigm,pa-Ra-digm
hydroquinone,idRokinOn,i-dRo-ki-nOn
clayettes,klajEt,kla-jEt
coites,kwat,kwat
allègement,alEZ°m@,a-lE-Z°-m@
rayonner,REjone,RE-jo-ne
imbécillités,5besilite,5-be-si-li-te
emprisonnez,@pRizone,@-pRi-zo-ne
urinons,yRin§,y-Ri-n§
longiligne,l§ZiliN,l§-Zi-liN
aiguisera,Egiz°Ra,E-gi-z°-Ra
chenue,S°ny,S°-ny
fentes,f@t,f@t
frottait,fRotE,fRo-tE
motet,motE,mo-tE
évités,evite,e-vi-te
perdait,pERdE,pER-dE
politicienne,politisjEn,po-li-ti-sjEn
placeur,plas9R,pla-s9R
engageriez,@gaZ°Rje,@-ga-Z°-Rje
dribbles,dRibl,dRibl
capiteuse,kapit2z,ka-pi-t2z
revendicateurs,R°v@dikat9R,R°-v@-di-ka-t9R
maquis,maki,ma-ki
trustais,tR9stE,tR9s-tE
bêle,bEl,bEl
démobilisé,demobilize,de-mo-bi-li-ze
arborisations,aRboRizasj§,aR-bo-Ri-za-sj§
centraux,s@tRo,s@-tRo
moites,mwat,mwat
compassés,k§pase,k§-pa-se
antithèse,@titEz,@-ti-tEz
scandaliser,sk@dalize,sk@-da-li-ze
annonce,an§s,a-n§s
enlevait,@l°vE,@-l°-vE
crade,kRad,kRad
imperméable,5pERmeabl,5-pER-me-abl
commettez,komEte,ko-mE-te
islamisée,islamize,i-sla-mi-ze
ronds-points,R§pw5,R§-pw5
ressassèrent,R°sasER,R°-sa-sER
boxe,bOks,bOks
écarquillement,ekaRkij°m@,e-kaR-ki-j°-m@
berme,bERm,bERm
découvertes,dekuvERt,de-ku-vERt
cartomanciennes,kaRtom@sjEn,kaR-to-m@-sjEn
secouai,s°kwE,s°-kwE
badauder,badode,ba-do-de
hologrammes,ologRam,o-lo-gRam
nécropole,nekRopOl,ne-kRo-pOl
grandir,gR@diR,gR@-diR
scènes,sEn,sEn
eussions,ysj§,y-sj§
dilapidait,dilapidE,di-la-pi-dE
cucul,kyky,ky-ky
singea,s5Za,s5-Za
veld,vEld,vEld
buse,byz,byz
décharnée,deSaRne,de-SaR-ne
soupçonnées,supsone,sup-so-ne
réfléchir,RefleSiR,Re-fle-SiR
transpirer,tR@spiRe,tR@s-pi-Re
démangeaient,dem@ZE,de-m@-ZE
drôle,dRol,dRol
patrouille,patRuj,pa-tRuj
quantièmes,k@tjEm,k@-tjEm
ives,iv,iv
dermographie,dERmogRafi,dER-mo-gRa-fi
élytres,elitR,e-litR
roux,Ru,Ru
ressurgi,R°syRZi,R°-syR-Zi
ébruitée,ebR8ite,eb-R8i-te
filandreuse,fil@dR2z,fi-l@-dR2z
éjecté,eZEkte,e-ZEk-te
révolutionna,Revolysjona,Re-vo-ly-sjo-na
échangeront,eS@Z°R§,e-S@-Z°-R§
renaissait,R°nEsE,R°-nE-sE
phosphorescence,fOsfoRes@s,fOs-fo-Re-s@s
alliances,alj@s,a-lj@s
mouscaille,muskaj,mus-kaj
ensoleillées,@solEje,@-so-lE-je
sabotées,sabote,sa-bo-te
toupets,tupE,tu-pE
affreuses,afR2z,a-fR2z
nord-coréenne,nORkoReEn,nOR-ko-Re-En
mesmérisme,mEsmeRizm,mEs-me-Rizm
défoncée,def§se,de-f§-se
dodus,dody,do-dy
aplatissait,aplatisE,a-pla-ti-sE
pelotonner,p°lotone,p°-lo-to-ne
inaudible,inodibl,i-no-dibl
dulcinée,dylsine,dyl-si-ne
ultramarine,yltRamaRin,yl-tRa-ma-Rin
innocente,inos@t,i-no-s@t
kafir,kafiR,ka-fiR
gnafrons,NafR§,Na-fR§
pratiquée,pRatike,pRa-ti-ke
huppe,yp,yp
détrempaient,detR@pE,de-tR@-pE
remanié,R°manje,R°-ma-nje
magnifiant,maNifj@,ma-Ni-fj@
ex-sévère,EkssevER,Ek-sse-vER
vantez,v@te,v@-te
ressusciterai,Resysit°RE,Re-sy-si-t°-RE
comparerais,k§paR°RE,k§-pa-R°-RE
mi-mouton,mimut§,mi-mu-t§
cote,kOt,kOt
confessai,k§fEsE,k§-fE-sE
mirabellier,miRabelje,mi-Ra-be-lje
islamistes,islamist,i-sla-mist
cajolée,kaZole,ka-Zo-le
cliquer,klike,kli-ke
seras,s°Ra,s°-Ra
maladivement,maladiv°m@,ma-la-di-v°-m@
refilais,R°filE,R°-fi-lE
poissard,pwasaR,pwa-saR
concertons,k§sERt§,k§-sER-t§
gratte-papiers,gRatpapje,gRat-pa-pje
transparence,tR@spaR@s,tR@s-pa-R@s
saupoudrer,sopudRe,so-pu-dRe
repasseur,R°pas9R,R°-pa-s9R
élaborions,elaboRj§,e-la-bo-Rj§
décrètent,dekREt,de-kREt
indiqueriez,5dik°Rje,5-di-k°-Rje
incommoder,5komode,5-ko-mo-de
souscrivons,suskRiv§,sus-kRi-v§
travaillé,tRavaje,tRa-va-je
guanine,gwanin,gwa-nin
retiendrons,R°tj5dR§,R°-tj5-dR§
déluge,delyZ,de-lyZ
supportait,sypORtE,sy-pOR-tE
freinage,fREnaZ,fRE-naZ
grouse,gRuz,gRuz
bassiste,basist,ba-sist
péritoine,peRitwan,pe-Ri-twan
contrôlée,k§tRole,k§-tRo-le
coopérants,koopeR@,ko-o-pe-R@
mêleraient,mEl°RE,mE-l°-RE
anti-féministe,@tifeminist,@-ti-fe-mi-nist
ordurier,ORdyRje,OR-dy-Rje
icoglans,ikogl@,i-ko-gl@
ébrouaient,ebRuE,e-bRu-E
samoans,samo@,sa-mo-@
dessus,d°sy,d°-sy
cynisme,sinizm,si-nizm
protégea,pRoteZa,pRo-te-Za
gymnopédie,Zimnopedi,Zim-no-pe-di
augmentent,ogm@t,og-m@t
discontinus,disk§tiny,dis-k§-ti-ny
déshydratées,dezidRate,de-zi-dRa-te
carma,kaRma,kaR-ma
brûlées,bRyle,bRy-le
mercier,mERsje,mER-sje
gobeur,gob9R,go-b9R
irisée,iRize,i-Ri-ze
communale,komynal,ko-my-nal
automobile-club,otomobilkl9b,o-to-mo-bil-kl9b
tapais,tapE,ta-pE
émouvantes,emuv@t,e-mu-v@t
précipitant,pResipit@,pRe-si-pi-t@
autosubsistance,otosybzist@s,o-to-syb-zis-t@s
ambré,@bRe,@-bRe
fleurissement,fl9Ris°m@,fl9-Ri-s°-m@
redouta,R°duta,R°-du-ta
suceur,sys9R,sy-s9R
laisserions,lEs2Rj§,lE-s2-Rj§
palabre,palabR,pa-labR
traduise,tRad8iz,tRa-d8iz
démantibule,dem@tibyl,de-m@-ti-byl
nostalgiquement,nOstalZik°m@,nOs-tal-Zi-k°-m@
démâter,demate,de-ma-te
meurtri,m9RtRi,m9R-tRi
inavouablement,inavwabl2m@,i-na-vwa-bl2-m@
zappes,zap,zap
grisantes,gRiz@t,gRi-z@t
achèves,aSEv,a-SEv
ensablent,@sabl,@-sabl
barboteuses,baRbot2z,baR-bo-t2z
mimaient,mimE,mi-mE
aménagées,amenaZe,a-me-na-Ze
futuriste,fytyRist,fy-ty-Rist
lézardées,lezaRde,le-zaR-de
taco,tako,ta-ko
battras,batRa,ba-tRa
hémophiles,emofil,e-mo-fil
roy,Rwa,Rwa
transformée,tR@sfORme,tR@s-fOR-me
muet,m8E,m8E
aboieront,abwaR§,a-bwa-R§
révélerais,Revel°RE,Re-ve-l°-RE
adressez,adREse,a-dRE-se
affiliés,afilje,a-fi-lje
contre-torpilleurs,k§tR°tORpij9R,k§-tR°-tOR-pi-j9R
motivées,motive,mo-ti-ve
courant,kuR@,ku-R@
éclosion,eklozj§,e-klo-zj§
fragmentent,fRagm@t,fRag-m@t
bull-finch,bylfinS,byl-finS
composé,k§poze,k§-po-ze
plaisantai,plEz@tE,plE-z@-tE
concave,k§kav,k§-kav
époustouflé,epustufle,e-pus-tu-fle
dérobons,deRob§,de-Ro-b§
thébaïdes,tebaid,te-ba-id
hâtive,ativ,a-tiv
hypnotique,ipnotik,ip-no-tik
nestor,nEstOR,nEs-tOR
occupes,okyp,o-kyp
éponge,ep§Z,e-p§Z
sapidité,sapidite,sa-pi-di-te
commentait,kom@tE,ko-m@-tE
restent,REst,REst
patineuses,patin2z,pa-ti-n2z
oraison,oREz§,o-RE-z§
chicane,Sikan,Si-kan
masticage,mastikaZ,mas-ti-kaZ
extirpa,EkstiRpa,Ek-stiR-pa
orienta,oRj@ta,o-Rj@-ta
insignifiante,5siNifj@t,5-si-Ni-fj@t
kapos,kapo,ka-po
camphrée,k@fRe,k@-fRe
orléanaise,ORleanEz,OR-le-a-nEz
endormante,@dORm@t,@-dOR-m@t
aïe,aj,aj
grassouillets,gRasujE,gRa-su-jE
empaquetés,@pak°te,@-pa-k°-te
confits,k§fi,k§-fi
phone,fon,fon
biplan,bipl@,bi-pl@
mat,mat,mat
réenclenches,Re@kl@S,Re-@-kl@S
désenchantent,dez@S@t,de-z@-S@t
exténuées,Eksten8e,Ek-ste-n8e
guettent,gEt,gEt
vieillissaient,vjEjisE,vjE-ji-sE
macérer,maseRe,ma-se-Re
synthés,s5te,s5-te
regrettable,R°gREtabl,R°-gRE-tabl
dédicacer,dedikase,de-di-ka-se
égalent,egal,e-gal
flamands,flam@,fla-m@
équilibrée,ekilibRe,e-ki-li-bRe
haut,o,o
grège,gREZ,gREZ
reporters,R°pORtER,R°-pOR-tER
intenta,5t@ta,5-t@-ta
accoutré,akutRe,a-ku-tRe
inférieure,5feRj9R,5-fe-Rj9R
inhabitable,inabitabl,i-na-bi-tabl
purger,pyRZe,pyR-Ze
nominal,nominal,no-mi-nal
ex-petite,Eksp°tit,Ek-sp°-tit
compacteurs,k§pakt9R,k§-pak-t9R
soap-opéra,sOwpopeRa,sOw-po-pe-Ra
biper,bipe,bi-pe
désignerez,deziN°Re,de-zi-N°-Re
triomphes,tRij§f,tRi-j§f
couillus,kujy,ku-jy
parfumeur,paRfym9R,paR-fy-m9R
catarrheuse,kataR2z,ka-ta-R2z
vol-au-vent,volov@,vo-lo-v@
cloque,klOk,klOk
mécher,meSe,me-Se
entourons,@tuR§,@-tu-R§
laçant,las@,la-s@
inviolable,5vjolabl,5-vjo-labl
pesait,p2zE,p2-zE
niaise,njEz,njEz
titille,titij,ti-tij
enflèrent,@flER,@-flER
à fortiori,afORsjoRi,a-fOR-sjo-Ri
enracinerez,@Rasin°Re,@-Ra-si-n°-Re
entreprendrez,@tR°pR@dRe,@-tR°-pR@-dRe
habituez,abitye,a-bi-ty-e
prédestinés,pRedEstine,pRe-dEs-ti-ne
disgracié,disgRasje,dis-gRa-sje
joignais,ZwaNE,Zwa-NE
pâleurs,pal9R,pa-l9R
préoccupait,pReokypE,pRe-o-ky-pE
groumait,gRumE,gRu-mE
paletot,pal°to,pa-l°-to
nommions,nomj§,no-mj§
infériorité,5feRjoRite,5-fe-Rjo-Ri-te
requéraient,R°keRE,R°-ke-RE
professons,pRofEs§,pRo-fE-s§
spiritualisaient,spiRit8alizE,spi-Ri-t8a-li-zE
populistes,popylist,po-py-list
accolés,akole,a-ko-le
dépenserez,dep@s°Re,de-p@-s°-Re
oblige,obliZ,o-bliZ
anti-cocos,@tikoko,@-ti-ko-ko
données,done,do-ne
aigle,Egl,Egl
guide,gid,gid
barbarismes,baRbaRizm,baR-ba-Rizm
tripatouillant,tRipatuj@,tRi-pa-tu-j@
conspiratif,k§spiRatif,k§s-pi-Ra-tif
fadée,fade,fa-de
tricotées,tRikote,tRi-ko-te
aboutie,abuti,a-bu-ti
ralentiraient,Ral@tiRE,Ra-l@-ti-RE
inepties,inEpsi,i-nEp-si
falzars,falzaR,fal-zaR
dix-septième,disEtjEm,di-sE-tjEm
pactiser,paktize,pak-ti-ze
yogis,jogi,jo-gi
regagnerait,R°gaN°RE,R°-ga-N°-RE
métamorphosaient,metamORfozE,me-ta-mOR-fo-zE
nickel,nikEl,ni-kEl
enterrée,@teRe,@-te-Re
amputée,@pyte,@-py-te
râles,Ral,Ral
primés,pRime,pRi-me
ficher,fiSe,fi-Se
scintilles,s5tij,s5-tij
composiez,k§pozje,k§-po-zje
pirouettes,piRwEt,pi-RwEt
canalisez,kanalize,ka-na-li-ze
percevons,pERs°v§,pER-s°-v§
nord-vietnamiens,nORvjEtnamj5,nOR-vjEt-na-mj5
occultation,okyltasj§,o-kyl-ta-sj§
frac,fRak,fRak
décharne,deSaRn,de-SaRn
cavalière,kavaljER,ka-va-ljER
scarifiant,skaRifj@,ska-Ri-fj@
embaucha,@boSa,@-bo-Sa
amarrées,amaRe,a-ma-Re
entende,@t@d,@-t@d
achondroplasie,ak§dRoplazi,a-k§-dRo-pla-zi
autodétruisent,otodetR8iz,o-to-de-tR8iz
pestilences,pEstil@s,pEs-ti-l@s
fuyant,f8ij@,f8i-j@
historiens,istoRj5,is-to-Rj5
concordistes,k§kORdist,k§-kOR-dist
traînaient,tREnE,tRE-nE
râpé,Rape,Ra-pe
déroutez,deRute,de-Ru-te
picaillon,pikaj§,pi-ka-j§
regorgea,R°gORZa,R°-gOR-Za
chauvins,Sov5,So-v5
inauthenticité,inot@tisite,i-no-t@-ti-si-te
sonorisé,sonoRize,so-no-Ri-ze
pionniers,pjonje,pjo-nje
inoculer,inokyle,i-no-ky-le
exorbitantes,EgzORbit@t,Eg-zOR-bi-t@t
couchants,kuS@,ku-S@
lithographies,litogRafi,li-to-gRa-fi
parisienne,paRizjEn,pa-Ri-zjEn
adorais,adoRE,a-do-RE
rapportés,RapORte,Ra-pOR-te
lovés,love,lo-ve
funeste,fynEst,fy-nEst
soumettais,sumEtE,su-mE-tE
pet-de-loup,pEd°lu,pE-d°-lu
machineries,maSin°Ri,ma-Si-n°-Ri
désastreux,dezastR2,de-zas-tR2
visa,viza,vi-za
bille,bij,bij
prétendez,pRet@de,pRe-t@-de
convictions,k§viksj§,k§-vik-sj§
embastiller,@bastije,@-bas-ti-je
bon-papa,b§papa,b§-pa-pa
ex-petite,Eksp°tit,Ek-sp°-tit
drogueries,dROg°Ri,dRO-g°-Ri
alizé,alize,a-li-ze
sous-qualifié,sukalifje,su-ka-li-fje
rajout,RaZu,Ra-Zu
agites,aZit,a-Zit
supplieront,sypliR§,sy-pli-R§
ossatures,osatyR,o-sa-tyR
geignit,ZENi,ZE-Ni
déjeunâmes,deZ9nam,de-Z9-nam
casserolée,kas°Role,ka-s°-Ro-le
belligérante,beliZeR@t,be-li-Ze-R@t
étonnâmes,etonam,e-to-nam
indolente,5dol@t,5-do-l@t
causerie,koz°Ri,ko-z°-Ri
dynamiques,dinamik,di-na-mik
cotises,kotiz,ko-tiz
saphène,safEn,sa-fEn
déposerait,depoz°RE,de-po-z°-RE
chaparrals,SapaRal,Sa-pa-Ral
trismégiste,tRismeZist,tRis-me-Zist
équatoriale,ekwatoRjal,e-kwa-to-Rjal
hit,it,it
nébuliseur,nebyliz9R,ne-by-li-z9R
métisser,metise,me-ti-se
biographes,bjogRaf,bjo-gRaf
signalés,siNale,si-Na-le
oblitérés,obliteRe,o-bli-te-Re
ensuivront,@s8ivR§,@-s8i-vR§
abrités,abRite,a-bRi-te
miauleur,mjOl9R,mjO-l9R
insistait,5sistE,5-sis-tE
quarante,kaR@t,ka-R@t
aliéniste,aljenist,a-lje-nist
repartît,R°paRti,R°-paR-ti
brouillon,bRuj§,bRu-j§
poursuivants,puRs8iv@,puR-s8i-v@
vingt-trois,v5ttRwa,v5t-tRwa
expectoration,EkspEktoRasj§,Ek-spEk-to-Ra-sj§
rieurs,Rj9R,Rj9R
réglementant,Regl°m@t@,Re-gl°-m@-t@
pincé,p5se,p5-se
toiser,twaze,twa-ze
spirituel,spiRit8El,spi-Ri-t8El
stratège,stRatEZ,stRa-tEZ
hosanna,ozana,o-za-na
verrières,vERjER,vE-RjER
chercheuse,SERS2z,SER-S2z
croisements,kRwaz°m@,kRwa-z°-m@
tricoter,tRikote,tRi-ko-te
mm,milimEtR,mi-li-mEtR
cuistreries,k8istR°Ri,k8is-tR°-Ri
pierre,pjER,pjER
insurgent,5syRZ,5-syRZ
effarouchaient,efaRuSE,e-fa-Ru-SE
boulus,buly,bu-ly
suiviez,s8ivje,s8i-vje
rapprocheront,RapROS°R§,Ra-pRO-S°-R§
intube,5tyb,5-tyb
recommander,R°kom@de,R°-ko-m@-de
brut,bRyt,bRyt
rajoutés,RaZute,Ra-Zu-te
fouettard,fwEtaR,fwE-taR
prédisait,pRedizE,pRe-di-zE
pluton,plyt§,ply-t§
emporterons,@pORt°R§,@-pOR-t°-R§
laudes,lod,lod
oukases,ukaz,u-kaz
rondelet,R§d°lE,R§-d°-lE
ouvririons,uvRiRj§,u-vRi-Rj§
rentier,R@tje,R@-tje
insincère,5s5sER,5-s5-sER
réchauffants,ReSof@,Re-So-f@
émergerait,emERZ°RE,e-mER-Z°-RE
postillonne,pOstijOn,pOs-ti-jOn
disgracia,disgRasja,dis-gRa-sja
toilé,twale,twa-le
tiendrais,tj5dRE,tj5-dRE
intendances,5t@d@s,5-t@-d@s
survivrait,syRvivRE,syR-vi-vRE
repentir,R°p@tiR,R°-p@-tiR
lourds,luR,luR
revêtue,R°vEty,R°-vE-ty
tabous,tabu,ta-bu
non-initié,nOninisje,nO-ni-ni-sje
baratté,baRate,ba-Ra-te
brunes,bRyn,bRyn
voyoute,vwajut,vwa-jut
entendes,@t@d,@-t@d
souviendront,suvj5dR§,su-vj5-dR§
opérerai,opeR°RE,o-pe-R°-RE
contempler,k§t@ple,k§-t@-ple
pillait,pijE,pi-jE
lofts,lOf,lOf
participeraient,paRtisip°RE,paR-ti-si-p°-RE
prudes,pRyd,pRyd
éplucheurs,eplyS9R,e-ply-S9R
obturateur,OptyRat9R,Op-ty-Ra-t9R
confidentiel,k§fid@sjEl,k§-fi-d@-sjEl
tamia,tamja,ta-mja
dévorerai,devOR°RE,de-vO-R°-RE
paradèrent,paRadER,pa-Ra-dER
stigmates,stigmat,stig-mat
maze,maz,maz
élucidation,elysidasj§,e-ly-si-da-sj§
orchestrait,ORkEstRE,OR-kEs-tRE
sadique,sadik,sa-dik
envols,@vOl,@-vOl
déraciné,deRasine,de-Ra-si-ne
anti-pollution,@tipolysj§,@-ti-po-ly-sj§
précipitent,pResipit,pRe-si-pit
remplisse,R@plis,R@-plis
trips,tRip,tRip
voyagerait,vwajaZ°RE,vwa-ja-Z°-RE
bacchante,bak@t,ba-k@t
gourmandent,guRm@d,guR-m@d
balzanes,balzan,bal-zan
cacarda,kakaRda,ka-kaR-da
gorgeon,gORZ§,gOR-Z§
loyauté,lwajote,lwa-jo-te
rudoya,Rydwaja,Ry-dwa-ja
korè,koRE,ko-RE
tuât,t8a,t8a
affaissée,afese,a-fe-se
découvrir,dekuvRiR,de-ku-vRiR
consciemment,k§sjam@,k§-sja-m@
farine,faRin,fa-Rin
vivras,vivRa,vi-vRa
cul-blanc,kybl@,ky-bl@
pi,pi,pi
turbinez,tyRbine,tyR-bi-ne
époussetés,epus°te,e-pu-s°-te
naissant,nEs@,nE-s@
pourpres,puRpR,puRpR
finish,finiS,fi-niS
monorail,monoRaj,mo-no-Raj
indécis,5desi,5-de-si
effrontés,efR§te,e-fR§-te
dragonne,dRagOn,dRa-gOn
efforcé,efORse,e-fOR-se
enroulera,@Rul°Ra,@-Ru-l°-Ra
devinées,d°vine,d°-vi-ne
serine,s°Rin,s°-Rin
plombs,pl§,pl§
coalisent,koaliz,ko-a-liz
reconstituer,R°k§stit8e,R°-k§s-ti-t8e
sabordée,sabORde,sa-bOR-de
zigzaguée,zigzage,zig-za-ge
concordat,k§kORda,k§-kOR-da
proconsuls,pRok§syl,pRo-k§-syl
oratorios,oRatoRjo,o-Ra-to-Rjo
toril,toRil,to-Ril
posséderez,posed°Re,po-se-d°-Re
inutilisables,inytilizabl,i-ny-ti-li-zabl
choyé,Swaje,Swa-je
vêtent,vEt,vEt
voue,vu,vu
annexe,anEks,a-nEks
parlementer,paRl°m@te,paR-l°-m@-te
conduisaient,k§d8izE,k§-d8i-zE
tombereaux,t§b°Ro,t§-b°-Ro
scolastiques,skolastik,sko-las-tik
consolateurs,k§solat9R,k§-so-la-t9R
tonalité,tonalite,to-na-li-te
géant,Ze@,Ze-@
siffliez,siflie,si-fli-e
avertit,avERti,a-vER-ti
façonnable,fasOnabl,fa-sO-nabl
élucidés,elyside,e-ly-si-de
acquisition,akizisj§,a-ki-zi-sj§
failli,faji,fa-ji
retapant,R°tap@,R°-ta-p@
myopie,mjopi,mjo-pi
braqué,bRake,bRa-ke
raréfier,RaRefje,Ra-Re-fje
concédât,k§seda,k§-se-da
attablée,atable,a-ta-ble
onze,§z,§z
oursins,uRs5,uR-s5
garde-côtes,gaRd°kot,gaR-d°-kot
a jeun,aZ1,a-Z1
nyctalopes,niktalOp,nik-ta-lOp
rasif,Razif,Ra-zif
shootée,Sute,Su-te
pillage,pijaZ,pi-jaZ
vaillent,vaj,vaj
pitoyables,pitwajabl,pi-twa-jabl
fléchissez,fleSise,fle-Si-se
frangine,fR@Zin,fR@-Zin
bariolages,baRjolaZ,ba-Rjo-laZ
feux,f2,f2
référaient,RefeRE,Re-fe-RE
lulus,lyly,ly-ly
courtes,kuRt,kuRt
réarmement,ReaRm°m@,Re-aR-m°-m@
enivrées,@nivRe,@-ni-vRe
redistribuais,R°distRib8E,R°-dis-tRi-b8E
rassurerait,RasyR°RE,Ra-sy-R°-RE
articulé,aRtikyle,aR-ti-ky-le
bleuies,bl2i,bl2-i
rotoplots,Rotoplo,Ro-to-plo
containers,k§tEn9R,k§-tE-n9R
maritaux,maRito,ma-Ri-to
fertilisé,fERtilize,fER-ti-li-ze
cahots,kao,ka-o
dénommer,denome,de-no-me
godant,god@,go-d@
fantasmé,f@tasme,f@-tas-me
brûlant,bRyl@,bRy-l@
bâfrèrent,bafRER,ba-fRER
shintoïste,S5toist,S5-to-ist
contiguë,k§tigy,k§-ti-gy
exécuteraient,Egzekyt°RE,Eg-ze-ky-t°-RE
rendu,R@dy,R@-dy
bottillon,botij§,bo-ti-j§
chapitré,SapitRe,Sa-pi-tRe
phantasme,f@tasm,f@-tasm
préservait,pRezERvE,pRe-zER-vE
tâcheront,taS°R§,ta-S°-R§
pigner,piNe,pi-Ne
condyles,k§dil,k§-dil
propulsaient,pRopylsE,pRo-pyl-sE
rassasient,Rasazi,Ra-sa-zi
petit-gris,p°tigRi,p°-ti-gRi
statufiant,statyfj@,sta-ty-fj@
anticiper,@tisipe,@-ti-si-pe
