ortho,phon,syll
douchera,duS°Ra,du-S°-Ra
doucherai,duS°RE,du-S°-RE
doucheras,duS°Ra,du-S°-Ra
douches,duS,duS
douches,duS,duS
doucheur,duS9R,du-S9R
douchez,duSe,du-Se
douchiez,duSje,du-Sje
douchons,duS§,du-S§
douché,duSe,du-Se
douchée,duSe,du-Se
douchés,duSe,du-Se
doucie,dusi,du-si
doucin,dus5,du-s5
doucine,dusin,du-sin
doucins,dus5,du-s5
doudou,dudu,du-du
doudoune,dudun,du-dun
doudounes,dudun,du-dun
douelle,dwEl,dwEl
douelles,dwEl,dwEl
douer,dwe,dwe
douglas,dugla,du-gla
douillait,dujE,du-jE
douille,duj,duj
douille,duj,duj
douillent,duj,duj
douiller,duje,du-je
douillera,duj°Ra,du-j°-Ra
douilles,duj,duj
douilles,duj,duj
douillet,dujE,du-jE
douillets,dujE,du-jE
douillette,dujEt,du-jEt
douillette,dujEt,du-jEt
douillettement,dujEt°m@,du-jE-t°-m@
douillettes,dujEt,du-jEt
douillettes,dujEt,du-jEt
douillons,duj§,du-j§
douillé,duje,du-je
douillée,duje,du-je
douleur,dul9R,du-l9R
douleurs,dul9R,du-l9R
douloureuse,duluR2z,du-lu-R2z
douloureusement,duluR2z°m@,du-lu-R2-z°-m@
douloureuses,duluR2z,du-lu-R2z
douloureux,duluR2,du-lu-R2
douma,duma,du-ma
doura,duRa,du-Ra
douro,duRo,du-Ro
douros,duRo,du-Ro
douta,duta,du-ta
doutai,dutE,du-tE
doutaient,dutE,du-tE
doutais,dutE,du-tE
doutait,dutE,du-tE
doutance,dut@s,du-t@s
doutances,dut@s,du-t@s
doutant,dut@,du-t@
doute,dut,dut
doute,dut,dut
doutent,dut,dut
douter,dute,du-te
doutera,dut°Ra,du-t°-Ra
douterai,dut°RE,du-t°-RE
douterais,dut°RE,du-t°-RE
douterait,dut°RE,du-t°-RE
douteras,dut°Ra,du-t°-Ra
douterez,dut°Re,du-t°-Re
douteriez,dut°Rje,du-t°-Rje
douteront,dut°R§,du-t°-R§
doutes,dut,dut
doutes,dut,dut
douteurs,dut9R,du-t9R
douteuse,dut2z,du-t2z
douteusement,dut2z°m@,du-t2-z°-m@
douteuses,dut2z,du-t2z
douteux,dut2,du-t2
doutez,dute,du-te
doutiez,dutje,du-tje
doutions,dutj§,du-tj§
doutons,dut§,du-t§
doutât,duta,du-ta
doutèrent,dutER,du-tER
douté,dute,du-te
doutée,dute,du-te
doutés,dute,du-te
douve,duv,duv
douves,duv,duv
doux,du,du
doux,du,du
doux,du,du
doux-amer,duamER,du-a-mER
douzaine,duzEn,du-zEn
douzaines,duzEn,du-zEn
douze,duz,duz
douzième,duzjEm,du-zjEm
douzième,duzjEm,du-zjEm
douzièmes,duzjEm,du-zjEm
douçâtre,dusatR,du-satR
doué,dwe,dwe
doué,dwe,dwe
douée,dwe,dwe
douée,dwe,dwe
douées,dwe,dwe
douées,dwe,dwe
doués,dwe,dwe
doués,dwe,dwe
down,dawn,dawn
downing street,dawniGstRit,daw-niG-stRit
doyen,dwaj5,dwa-j5
doyenne,dwajEn,dwa-jEn
doyenné,dwajEne,dwa-jE-ne
doyens,dwaj5,dwa-j5
doña,dONa,dO-Na
drache,dRaS,dRaS
drachme,dRakm,dRakm
drachmes,dRakm,dRakm
draconien,dRakonj5,dRa-ko-nj5
draconienne,dRakonjEn,dRa-ko-njEn
draconiennes,dRakonjEn,dRa-ko-njEn
draconiens,dRakonj5,dRa-ko-nj5
drag,dRag,dRag
dragage,dRagaZ,dRa-gaZ
drageoir,dRaZwaR,dRa-ZwaR
drageoirs,dRaZwaR,dRa-ZwaR
dragon,dRag§,dRa-g§
dragonnades,dRagonad,dRa-go-nad
dragonne,dRagOn,dRa-gOn
dragonnier,dRagOnje,dRa-gO-nje
dragons,dRag§,dRa-g§
drags,dRag,dRag
dragster,dRagstER,dRag-stER
dragua,dRaga,dRa-ga
draguaient,dRagE,dRa-gE
draguais,dRagE,dRa-gE
draguait,dRagE,dRa-gE
draguant,dRag@,dRa-g@
drague,dRag,dRag
drague,dRag,dRag
draguent,dRag,dRag
draguer,dRage,dRa-ge
draguera,dRag°Ra,dRa-g°-Ra
draguerai,dRag°RE,dRa-g°-RE
draguerais,dRag°RE,dRa-g°-RE
draguerait,dRag°RE,dRa-g°-RE
dragues,dRag,dRag
dragues,dRag,dRag
dragueur,dRag9R,dRa-g9R
dragueurs,dRag9R,dRa-g9R
dragueuse,dRag2z,dRa-g2z
draguez,dRage,dRa-ge
draguiez,dRagje,dRa-gje
draguons,dRag§,dRa-g§
dragué,dRage,dRa-ge
draguée,dRage,dRa-ge
draguées,dRage,dRa-ge
dragués,dRage,dRa-ge
dragée,dRaZe,dRa-Ze
dragées,dRaZe,dRa-Ze
drailles,dRaj,dRaj
drain,dR5,dR5
draina,dREna,dRE-na
drainage,dREnaZ,dRE-naZ
drainages,dREnaZ,dRE-naZ
drainaient,dREnE,dRE-nE
drainait,dREnE,dRE-nE
drainant,dREn@,dRE-n@
draine,dREn,dREn
drainent,dREn,dREn
drainer,dRene,dRe-ne
drainera,dREn°Ra,dRE-n°-Ra
drainons,dREn§,dRE-n§
drains,dR5,dR5
drainé,dREne,dRE-ne
drainées,dREne,dRE-ne
drainés,dREne,dRE-ne
draisienne,dREzjEn,dRE-zjEn
draisine,dREzin,dRE-zin
drakkar,dRakaR,dRa-kaR
drakkars,dRakaR,dRa-kaR
dramatique,dRamatik,dRa-ma-tik
dramatique,dRamatik,dRa-ma-tik
dramatiquement,dRamatik°m@,dRa-ma-ti-k°-m@
dramatiques,dRamatik,dRa-ma-tik
dramatiques,dRamatik,dRa-ma-tik
dramatisait,dRamatizE,dRa-ma-ti-zE
dramatisant,dRamatiz@,dRa-ma-ti-z@
dramatisation,dRamatizasj§,dRa-ma-ti-za-sj§
dramatise,dRamatiz,dRa-ma-tiz
dramatisent,dRamatiz,dRa-ma-tiz
dramatiser,dRamatize,dRa-ma-ti-ze
dramatises,dRamatiz,dRa-ma-tiz
dramatisez,dRamatize,dRa-ma-ti-ze
dramatisons,dRamatiz§,dRa-ma-ti-z§
dramatisé,dRamatize,dRa-ma-ti-ze
dramatisée,dRamatize,dRa-ma-ti-ze
dramatisés,dRamatize,dRa-ma-ti-ze
dramaturge,dRamatyRZ,dRa-ma-tyRZ
dramaturges,dRamatyRZ,dRa-ma-tyRZ
dramaturgie,dRamatyRZi,dRa-ma-tyR-Zi
drame,dRam,dRam
drames,dRam,dRam
drap,dRa,dRa
drapa,dRapa,dRa-pa
drapai,dRapE,dRa-pE
drapaient,dRapE,dRa-pE
drapait,dRapE,dRa-pE
drapant,dRap@,dRa-p@
drape,dRap,dRap
drapeau,dRapo,dRa-po
drapeaux,dRapo,dRa-po
drapelets,dRap°lE,dRa-p°-lE
drapent,dRap,dRap
draper,dRape,dRa-pe
draperaient,dRap°RE,dRa-p°-RE
draperez,dRap°Re,dRa-p°-Re
draperie,dRap°Ri,dRa-p°-Ri
draperies,dRap°Ri,dRa-p°-Ri
drapier,dRapje,dRa-pje
drapier,dRapje,dRa-pje
drapiers,dRapje,dRa-pje
drapiers,dRapje,dRa-pje
draps,dRa,dRa
drapèrent,dRapER,dRa-pER
drapé,dRape,dRa-pe
drapé,dRape,dRa-pe
drapé,dRape,dRa-pe
drapée,dRape,dRa-pe
drapées,dRape,dRa-pe
drapés,dRape,dRa-pe
drapés,dRape,dRa-pe
drapés,dRape,dRa-pe
drastique,dRastik,dRas-tik
drastiquement,dRastik°m@,dRas-ti-k°-m@
drastiques,dRastik,dRas-tik
drave,dRav,dRav
draveurs,dRav9R,dRa-v9R
dreadlocks,dREdlOk,dREd-lOk
dream team,dRimtim,dRim-tim
drelin,dR2l5,dR2-l5
drepou,dREpu,dRE-pu
dressa,dREsa,dRE-sa
dressage,dREsaZ,dRE-saZ
dressages,dREsaZ,dRE-saZ
dressai,dREsE,dRE-sE
dressaient,dREsE,dRE-sE
dressais,dREsE,dRE-sE
dressait,dREsE,dRE-sE
dressant,dREs@,dRE-s@
dressant,dREs@,dRE-s@
dresse,dREs,dREs
dressement,dREs°m@,dRE-s°-m@
dressent,dREs,dREs
dresser,dRese,dRe-se
dressera,dREs°Ra,dRE-s°-Ra
dresserai,dREs°RE,dRE-s°-RE
dresseraient,dREs°RE,dRE-s°-RE
dresserait,dREs°RE,dRE-s°-RE
dresseras,dREs°Ra,dRE-s°-Ra
dresserons,dREs°R§,dRE-s°-R§
dresseront,dREs°R§,dRE-s°-R§
dresses,dREs,dREs
dresseur,dREs9R,dRE-s9R
dresseurs,dREs9R,dRE-s9R
dresseuse,dREs2z,dRE-s2z
dressez,dREse,dRE-se
dressing,dResiG,dRe-siG
dressing-room,dResiGRum,dRe-siG-Rum
dressions,dREsj§,dRE-sj§
dressoir,dREswaR,dRE-swaR
dressoirs,dREswaR,dRE-swaR
dressons,dREs§,dRE-s§
dressât,dREsa,dRE-sa
dressèrent,dREsER,dRE-sER
dressé,dRese,dRe-se
dressé,dRese,dRe-se
dressée,dRese,dRe-se
dressée,dRese,dRe-se
dressées,dRese,dRe-se
dressées,dRese,dRe-se
dressés,dRese,dRe-se
dressés,dRese,dRe-se
dreyfusard,dREfyzaR,dRE-fy-zaR
dreyfusards,dREfyzaR,dRE-fy-zaR
dreyfusisme,dREfyzizm,dRE-fy-zizm
dribbla,dRibla,dRi-bla
dribblais,dRiblE,dRi-blE
dribblait,dRiblE,dRi-blE
dribble,dRibl,dRibl
dribble,dRibl,dRibl
dribbler,dRible,dRi-ble
dribbles,dRibl,dRibl
dribbles,dRibl,dRibl
dribbleur,dRibl9R,dRi-bl9R
dribblez,dRible,dRi-ble
dribblé,dRible,dRi-ble
drible,dRibl,dRibl
dribler,dRible,dRi-ble
drift,dRift,dRift
drifter,dRift9R,dRif-t9R
drifters,dRift9R,dRif-t9R
drill,dRil,dRil
drille,dRij,dRij
drilles,dRij,dRij
dring,dRiG,dRiG
drink,dR5k,dR5k
drinks,dR5k,dR5k
drisse,dRis,dRis
drisses,dRis,dRis
drivait,dRajvE,dRaj-vE
drivant,dRajv@,dRaj-v@
drive,dRajv,dRajv
drive-in,dRajvin,dRaj-vin
driver,dRajv9R,dRaj-v9R
driver,dRajve,dRaj-ve
drivers,dRajv9R,dRaj-v9R
drives,dRiv,dRiv
drivé,dRajve,dRaj-ve
drivée,dRajve,dRaj-ve
drogman,dROgman,dROg-man
drogmans,dROgman,dROg-man
droguaient,dRogE,dRo-gE
droguais,dRogE,dRo-gE
droguait,dRogE,dRo-gE
droguant,dROg@,dRO-g@
drogue,dROg,dROg
drogue,dROg,dROg
droguent,dROg,dROg
droguer,dRoge,dRo-ge
droguerie,dROg°Ri,dRO-g°-Ri
drogueries,dROg°Ri,dRO-g°-Ri
drogues,dROg,dROg
drogues,dROg,dROg
droguet,dRogE,dRo-gE
droguets,dRogE,dRo-gE
droguez,dRoge,dRo-ge
droguiez,dRogje,dRo-gje
droguiste,dRogist,dRo-gist
droguistes,dRogist,dRo-gist
drogué,dRoge,dRo-ge
drogué,dRoge,dRo-ge
drogué,dRoge,dRo-ge
droguée,dRoge,dRo-ge
droguée,dRoge,dRo-ge
droguée,dRoge,dRo-ge
droguées,dRoge,dRo-ge
droguées,dRoge,dRo-ge
droguées,dRoge,dRo-ge
drogués,dRoge,dRo-ge
drogués,dRoge,dRo-ge
drogués,dRoge,dRo-ge
droicos,dRoiko,dRo-i-ko
droit,dRwa,dRwa
droit,dRwa,dRwa
droit,dRwa,dRwa
droit-fil,dRwafil,dRwa-fil
droite,dRwat,dRwat
droite,dRwat,dRwat
droitement,dRwat°m@,dRwa-t°-m@
droites,dRwat,dRwat
droites,dRwat,dRwat
droitier,dRwatje,dRwa-tje
droitier,dRwatje,dRwa-tje
droitiers,dRwatje,dRwa-tje
droitiers,dRwatje,dRwa-tje
droitière,dRwatjER,dRwa-tjER
droits,dRwa,dRwa
droits,dRwa,dRwa
droiture,dRwatyR,dRwa-tyR
drolatique,dRolatik,dRo-la-tik
drolatiques,dRolatik,dRo-la-tik
dromadaire,dRomadER,dRo-ma-dER
dromadaires,dRomadER,dRo-ma-dER
drome,dRom,dRom
dromes,dRom,dRom
drone,dRon,dRon
drone-espion,dRonEspj§,dRo-nEs-pj§
drones,dRon,dRon
dronte,dR§t,dR§t
drop,dROp,dROp
drope,dROp,dROp
dropent,dROp,dROp
droppage,dRopaZ,dRo-paZ
droppant,dRop@,dRo-p@
droppe,dROp,dROp
dropé,dRope,dRo-pe
drosophile,dRozofil,dRo-zo-fil
drosophiles,dRozofil,dRo-zo-fil
dross,dROs,dROs
drossait,dRosE,dRo-sE
drossant,dRos@,dRo-s@
drossart,dRosaR,dRo-saR
drosser,dRose,dRo-se
drossé,dRose,dRo-se
drossée,dRose,dRo-se
drossés,dRose,dRo-se
droséra,dRozeRa,dRo-ze-Ra
dru,dRy,dRy
dru,dRy,dRy
drue,dRy,dRy
drues,dRy,dRy
drugstore,dR9gstOR,dR9g-stOR
drugstores,dR9gstOR,dR9g-stOR
druide,dR8id,dR8id
druides,dR8id,dR8id
druidesse,dR8idEs,dR8i-dEs
druidesses,dR8idEs,dR8i-dEs
druidique,dR8idik,dR8i-dik
druidiques,dR8idik,dR8i-dik
druidisme,dR8idizm,dR8i-dizm
drumlin,dR9mlin,dR9m-lin
drummer,dR9m9R,dR9-m9R
drums,dR9m,dR9m
drus,dRy,dRy
druze,dRyz,dRyz
druzes,dRyz,dRyz
dry,dRaj,dRaj
dryade,dRijad,dRi-jad
dryades,dRijad,dRi-jad
drège,dREZ,dREZ
drépanocytose,dRepanOsitoz,dRe-pa-nO-si-toz
drôle,dRol,dRol
drôle,dRol,dRol
drôlement,dRol°m@,dRo-l°-m@
drôlerie,dRol°Ri,dRo-l°-Ri
drôleries,dRol°Ri,dRo-l°-Ri
drôles,dRol,dRol
drôles,dRol,dRol
drôlesse,dRolEs,dRo-lEs
drôlesses,dRolEs,dRo-lEs
drôlet,dRolE,dRo-lE
drôlet,dRolE,dRo-lE
drôlette,dRolEt,dRo-lEt
du,dy,dy
dual,d8al,d8al
dualisme,d8alizm,d8a-lizm
dualiste,d8alist,d8a-list
dualité,d8alite,d8a-li-te
dubitatif,dybitatif,dy-bi-ta-tif
dubitatifs,dybitatif,dy-bi-ta-tif
dubitation,dybitasj§,dy-bi-ta-sj§
dubitations,dybitasj§,dy-bi-ta-sj§
dubitative,dybitativ,dy-bi-ta-tiv
dubitativement,dybitativ°m@,dy-bi-ta-ti-v°-m@
dubitatives,dybitativ,dy-bi-ta-tiv
duc,dyk,dyk
ducal,dykal,dy-kal
ducale,dykal,dy-kal
ducales,dykal,dy-kal
ducasse,dykas,dy-kas
ducasses,dykas,dy-kas
ducat,dyka,dy-ka
ducaton,dykat§,dy-ka-t§
ducats,dyka,dy-ka
ducaux,dyko,dy-ko
duce,dutSe,dut-Se
duces,dutSe,dut-Se
duchesse,dySEs,dy-SEs
duchesses,dySEs,dy-SEs
duchnoque,dySnOk,dyS-nOk
duché,dySe,dy-Se
ducon,dyk§,dy-k§
ducs,dyk,dyk
ducs-d'albe,dykdalbe,dyk-dal-be
ductile,dyktil,dyk-til
dudit,dydit,dy-dit
due,dy,dy
due,dy,dy
duel,d8El,d8El
duelliste,d8Elist,d8E-list
duellistes,d8Elist,d8E-list
duels,d8El,d8El
dues,dy,dy
dues,dy,dy
duettistes,dyEtist,dy-E-tist
duffel-coat,d9f9lkOwt,d9-f9l-kOwt
duffle-coat,d9f9lkOwt,d9-f9l-kOwt
duffle-coats,d9f9lkOwt,d9-f9l-kOwt
dugong,dyg§,dy-g§
dugongs,dyg§g,dy-g§g
duit,d8i,d8i
dulcifiant,dylsifj@,dyl-si-fj@
dulcinée,dylsine,dyl-si-ne
dum-dum,dumdum,dum-dum
dumper,d9mp9R,d9m-p9R
dumping,d9mpiG,d9m-piG
dundee,d9ndi,d9n-di
dune,dyn,dyn
dunes,dyn,dyn
dunette,dynEt,dy-nEt
dunettes,dynEt,dy-nEt
dunkerque,d1kERk,d1-kERk
duo,d8o,d8o
duodi,d8odi,d8o-di
duodécimale,d8odesimal,d8o-de-si-mal
duodénal,d8odenal,d8o-de-nal
duodénale,d8odenal,d8o-de-nal
duodénum,d8odenOm,d8o-de-nOm
duopole,d8OpOl,d8O-pOl
duos,d8o,d8o
dupait,dypE,dy-pE
dupant,dyp@,dy-p@
dupe,dyp,dyp
dupe,dyp,dyp
dupe,dyp,dyp
dupent,dyp,dyp
duper,dype,dy-pe
dupera,dyp°Ra,dy-p°-Ra
duperas,dyp°Ra,dy-p°-Ra
duperie,dyp°Ri,dy-p°-Ri
duperies,dyp°Ri,dy-p°-Ri
dupes,dyp,dyp
dupes,dyp,dyp
dupes,dyp,dyp
dupeur,dyp9R,dy-p9R
dupez,dype,dy-pe
duplex,dyplEks,dy-plEks
duplex,dyplEks,dy-plEks
duplicata,dyplikata,dy-pli-ka-ta
duplicate,dyplikat,dy-pli-kat
duplicateur,dyplikat9R,dy-pli-ka-t9R
duplicateurs,dyplikat9R,dy-pli-ka-t9R
duplication,dyplikasj§,dy-pli-ka-sj§
duplice,dyplis,dy-plis
duplicité,dyplisite,dy-pli-si-te
dupliquer,dyplike,dy-pli-ke
dupliqué,dyplike,dy-pli-ke
dupliqués,dyplike,dy-pli-ke
dupons,dyp§,dy-p§
dupé,dype,dy-pe
dupée,dype,dy-pe
dupés,dype,dy-pe
duquel,dykEl,dy-kEl
duquel,dykEl,dy-kEl
dur,dyR,dyR
dur,dyR,dyR
dur,dyR,dyR
dura,dyRa,dy-Ra
durabilité,dyRabilite,dy-Ra-bi-li-te
durable,dyRabl,dy-Rabl
durablement,dyRabl°m@,dy-Ra-bl°-m@
durables,dyRabl,dy-Rabl
duraient,dyRE,dy-RE
duraille,dyRaj,dy-Raj
durailles,dyRaj,dy-Raj
durait,dyRE,dy-RE
durale,dyRal,dy-Ral
duralumin,dyRalym5,dy-Ra-ly-m5
durant,dyR@,dy-R@
durant,dyR@,dy-R@
durant,dyR@,dy-R@
durassent,dyRas,dy-Ras
durci,dyRsi,dyR-si
durci,dyRsi,dyR-si
durcie,dyRsi,dyR-si
durcie,dyRsi,dyR-si
durcies,dyRsi,dyR-si
durcies,dyRsi,dyR-si
durcir,dyRsiR,dyR-siR
durciraient,dyRsiRE,dyR-si-RE
durcirent,dyRsiR,dyR-siR
durcis,dyRsi,dyR-si
durcis,dyRsi,dyR-si
durcissaient,dyRsisE,dyR-si-sE
durcissais,dyRsisE,dyR-si-sE
durcissait,dyRsisE,dyR-si-sE
durcissant,dyRsis@,dyR-si-s@
durcisse,dyRsis,dyR-sis
durcissement,dyRsis°m@,dyR-si-s°-m@
durcissent,dyRsis,dyR-sis
durcisseur,dyRsis9R,dyR-si-s9R
durcit,dyRsi,dyR-si
dure,dyR,dyR
dure,dyR,dyR
dure,dyR,dyR
dure-mère,dyRmER,dyR-mER
durement,dyR°m@,dy-R°-m@
durent,dyR,dyR
durent,dyR,dyR
durer,dyRe,dy-Re
durera,dyR°Ra,dy-R°-Ra
durerai,dyR°RE,dy-R°-RE
dureraient,dyR°RE,dy-R°-RE
durerais,dyR°RE,dy-R°-RE
durerait,dyR°RE,dy-R°-RE
dureras,dyR°Ra,dy-R°-Ra
durerez,dyR°Re,dy-R°-Re
dureront,dyR°R§,dy-R°-R§
dures,dyR,dyR
dures,dyR,dyR
dures,dyR,dyR
dureté,dyR°te,dy-R°-te
duretés,dyR°te,dy-R°-te
durham,dyRam,dy-Ram
durian,dyRj@,dy-Rj@
durillon,dyRij§,dy-Ri-j§
durillons,dyRij§,dy-Ri-j§
durit,dyRit,dy-Rit
durite,dyRit,dy-Rit
durites,dyRit,dy-Rit
durs,dyR,dyR
durs,dyR,dyR
durât,dyRa,dy-Ra
durèrent,dyRER,dy-RER
duré,dyRe,dy-Re
durée,dyRe,dy-Re
durée,dyRe,dy-Re
durées,dyRe,dy-Re
durées,dyRe,dy-Re
dus,dy,dy
dus,dy,dy
dusse,dys,dys
dussent,dys,dys
dusses,dys,dys
dussiez,dysje,dy-sje
dussions,dysj§,dy-sj§
dut,dy,dy
duvet,dyvE,dy-vE
duveteuse,dyv°t2z,dy-v°-t2z
duveteuses,dyv°t2z,dy-v°-t2z
duveteux,dyv°t2,dy-v°-t2
duvets,dyvE,dy-vE
duveté,dyv°te,dy-v°-te
duveté,dyv°te,dy-v°-te
duvetée,dyv°te,dy-v°-te
duvetées,dyv°te,dy-v°-te
duvetées,dyv°te,dy-v°-te
duvetés,dyv°te,dy-v°-te
duvetés,dyv°te,dy-v°-te
duègne,d8EN,d8EN
dyke,dik,dik
dykes,dik,dik
dynamique,dinamik,di-na-mik
dynamique,dinamik,di-na-mik
dynamiques,dinamik,di-na-mik
dynamiques,dinamik,di-na-mik
dynamiser,dinamize,di-na-mi-ze
dynamisera,dinamiz°Ra,di-na-mi-z°-Ra
dynamiserait,dinamiz°RE,di-na-mi-z°-RE
dynamisez,dinamize,di-na-mi-ze
dynamisme,dinamizm,di-na-mizm
dynamisé,dinamize,di-na-mi-ze
dynamisée,dinamize,di-na-mi-ze
dynamisées,dinamize,di-na-mi-ze
dynamitage,dinamitaZ,di-na-mi-taZ
dynamitait,dinamitE,di-na-mi-tE
dynamitant,dinamit@,di-na-mi-t@
dynamite,dinamit,di-na-mit
dynamite,dinamit,di-na-mit
dynamiter,dinamite,di-na-mi-te
dynamiteur,dinamit9R,di-na-mi-t9R
dynamiteurs,dinamit9R,di-na-mi-t9R
dynamitez,dinamite,di-na-mi-te
dynamitons,dinamit§,di-na-mi-t§
dynamité,dinamite,di-na-mi-te
dynamitée,dinamite,di-na-mi-te
dynamo,dinamo,di-na-mo
dynamomètre,dinamomEtR,di-na-mo-mEtR
dynamométrique,dinamometRik,di-na-mo-me-tRik
dynamos,dinamo,di-na-mo
dynastie,dinasti,di-nas-ti
dynasties,dinasti,di-nas-ti
dynastique,dinastik,di-nas-tik
dynes,din,din
dyscinésie,disinezi,di-si-ne-zi
dyscrasie,diskRazi,dis-kRa-zi
dysenterie,dis@t°Ri,di-s@-t°-Ri
dysenteries,dis@t°Ri,di-s@-t°-Ri
dysentérique,dis@teRik,di-s@-te-Rik
dysentériques,dis@teRik,di-s@-te-Rik
dysfonction,disf§ksj§,dis-f§k-sj§
dysfonctionnement,disf§ksjOn°m@,dis-f§k-sjO-n°-m@
dysfonctionnements,disf§ksjOn°m@,dis-f§k-sjO-n°-m@
dyslexie,dislEksi,di-slEk-si
dyslexique,dislEksik,di-slEk-sik
dyslexique,dislEksik,di-slEk-sik
dysménorrhée,dismenORe,dis-me-nO-Re
dyspepsie,dispEpsi,dis-pEp-si
dyspepsique,dispEpsik,dis-pEp-sik
dyspeptique,dispEptik,dis-pEp-tik
dysphonie,disfOni,dis-fO-ni
dysphorie,disfoRi,dis-fo-Ri
dysplasie,displazi,dis-pla-zi
dyspnée,dispne,dis-pne
dyspnéique,dispneik,dis-pne-ik
dyspnéiques,dispneik,dis-pne-ik
dysthymie,distimi,dis-ti-mi
dystocie,distOsi,dis-tO-si
dystrophie,distROfi,dis-tRO-fi
dysurie,dizyRi,di-zy-Ri
dytique,ditik,di-tik
dèche,dES,dES
dèches,dES,dES
dèmes,dEm,dEm
dès,dE,dE
dé,de,de
déambula,de@byla,de-@-by-la
déambulai,de@bylE,de-@-by-lE
déambulaient,de@bylE,de-@-by-lE
déambulais,de@bylE,de-@-by-lE
déambulait,de@bylE,de-@-by-lE
déambulant,de@byl@,de-@-by-l@
déambulant,de@byl@,de-@-by-l@
déambulante,de@byl@t,de-@-by-l@t
déambulateur,de@bylat9R,de-@-by-la-t9R
déambulateur,de@bylat9R,de-@-by-la-t9R
déambulation,de@bylasj§,de-@-by-la-sj§
déambulations,de@bylasj§,de-@-by-la-sj§
déambulatoire,de@bylatwaR,de-@-by-la-twaR
déambulatoire,de@bylatwaR,de-@-by-la-twaR
déambulatoires,de@bylatwaR,de-@-by-la-twaR
déambule,de@byl,de-@-byl
déambulent,de@byl,de-@-byl
déambuler,de@byle,de-@-by-le
déambulerai,de@byl°RE,de-@-by-l°-RE
déambulez,de@byle,de-@-by-le
déambulions,de@bylj§,de-@-by-lj§
déambulons,de@byl§,de-@-by-l§
déambulèrent,de@bylER,de-@-by-lER
déambulé,de@byle,de-@-by-le
débagoulage,debagulaZ,de-ba-gu-laZ
débagoule,debagul,de-ba-gul
débagouler,debagule,de-ba-gu-le
débagoulerait,debagul°RE,de-ba-gu-l°-RE
débagoules,debagul,de-ba-gul
déballa,debala,de-ba-la
déballage,debalaZ,de-ba-laZ
déballages,debalaZ,de-ba-laZ
déballai,debalE,de-ba-lE
déballaient,debalE,de-ba-lE
déballais,debalE,de-ba-lE
déballait,debalE,de-ba-lE
déballant,debal@,de-ba-l@
déballe,debal,de-bal
déballent,debal,de-bal
déballer,debale,de-ba-le
déballera,debal°Ra,de-ba-l°-Ra
déballez,debale,de-ba-le
déballonnage,debalonaZ,de-ba-lo-naZ
déballonner,debalone,de-ba-lo-ne
déballonnerais,debalOn°RE,de-ba-lO-n°-RE
déballonneront,debalOn°R§,de-ba-lO-n°-R§
déballonné,debalone,de-ba-lo-ne
déballons,debal§,de-ba-l§
déballèrent,debalER,de-ba-lER
déballé,debale,de-ba-le
déballée,debale,de-ba-le
déballées,debale,de-ba-le
déballés,debale,de-ba-le
débanda,deb@da,de-b@-da
débandade,deb@dad,de-b@-dad
débandaient,deb@dE,de-b@-dE
débandais,deb@dE,de-b@-dE
débandait,deb@dE,de-b@-dE
débande,deb@d,de-b@d
débandent,deb@d,de-b@d
débander,deb@de,de-b@-de
débandera,deb@d°Ra,de-b@-d°-Ra
débanderaient,deb@d°RE,de-b@-d°-RE
débandez,deb@de,de-b@-de
débandèrent,deb@dER,de-b@-dER
débandé,deb@de,de-b@-de
débandées,deb@de,de-b@-de
débandés,deb@de,de-b@-de
débaptiser,debatize,de-ba-ti-ze
débaptiserais,debatiz°RE,de-ba-ti-z°-RE
débaptisé,debatize,de-ba-ti-ze
débaptisée,debatize,de-ba-ti-ze
débarbot,debaRbo,de-baR-bo
débarbots,debaRbo,de-baR-bo
débarbouilla,debaRbuja,de-baR-bu-ja
débarbouillait,debaRbujE,de-baR-bu-jE
débarbouillant,debaRbuj@,de-baR-bu-j@
débarbouille,debaRbuj,de-baR-buj
débarbouiller,debaRbuje,de-baR-bu-je
débarbouillette,debaRbujEt,de-baR-bu-jEt
débarbouillé,debaRbuje,de-baR-bu-je
débarbouillée,debaRbuje,de-baR-bu-je
débarbouillés,debaRbuje,de-baR-bu-je
débarcadère,debaRkadER,de-baR-ka-dER
débarcadères,debaRkadER,de-baR-ka-dER
débardage,debaRdaZ,de-baR-daZ
débardages,debaRdaZ,de-baR-daZ
débardaient,debaRdE,de-baR-dE
débarder,debaRde,de-baR-de
débardeur,debaRd9R,de-baR-d9R
débardeurs,debaRd9R,de-baR-d9R
débardée,debaRde,de-baR-de
débaroule,debaRul,de-ba-Rul
débaroulent,debaRul,de-ba-Rul
débarqua,debaRka,de-baR-ka
débarquai,debaRkE,de-baR-kE
débarquaient,debaRkE,de-baR-kE
débarquais,debaRkE,de-baR-kE
débarquait,debaRkE,de-baR-kE
débarquant,debaRk@,de-baR-k@
débarque,debaRk,de-baRk
débarquement,debaRk°m@,de-baR-k°-m@
débarquements,debaRk°m@,de-baR-k°-m@
débarquent,debaRk,de-baRk
débarquer,debaRke,de-baR-ke
débarquera,debaRk°Ra,de-baR-k°-Ra
débarquerai,debaRk°RE,de-baR-k°-RE
débarqueraient,debaRk°RE,de-baR-k°-RE
débarquerait,debaRk°RE,de-baR-k°-RE
débarqueras,debaRk°Ra,de-baR-k°-Ra
débarquerez,debaRk°Re,de-baR-k°-Re
